"Timestamp","Are you a university student?","Are you Taking your online Classes during this COVID-19 pandemic?","Are your classes are through the live sessions or recorded?","What is your age?","Gender?","From Which Country you Belong?","Your institute is private or government?","In which Institute you are studying?","Degree Level?","Your Program Name?","Which Tool you are using during online learning?","Which platform your tool support?","Is the lecture's material shared with you well after the Online session?","Are you Facing Internet issue during your online class?","Does your tool support recording while live session?","Does your tool shows live subtitles during lecture?","Does Tool has feature for Assignment submission?","Does Assignment feature contain grading option?","Does tool have quiz submission option?","Does quiz feature contain evaluation option?","Is chat room is available in your tool?  ","Is there any feature available for your attendance?","Does your tool have a whiteboard feature?","Does your tool have a one-to-one communication (Private chat with the instructor or student) feature?","Does your tool have a Screenshare feature?","Does your tool have a scheduling or reminder feature?","Does your tool support an online quiz?","Does your tool have the feature ""Raise hand"" during the live session for the question?","Have your recived notification from tool when your class has been started?","Where you get help for your study in addition to live sessions?","Rate your Answer [Are you Satisfied from your Classes?]","Rate your Answer [Is the specific tool is availble easily?]","Rate your Answer [How good Audio and Video Quality of the Online Class?]","Rate your Answer [How good your internet connection is while taking online class?]","Rate your Answer [How often you feel interruption during your online class?]","Your Suggestions regarding the improvement of Online Classes?","If You Want to add any feature, in a specific Tool? Please Mention.","How to improve this Survey form? ","","","","","","","",""
"2020/05/02 10:33:36 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","COMSATS Universities Islamabad, Islamabad","Postgraduate","Computer Science","Microsoft Teams","Mac","Yes","No","Yes","No","Maybe","No","Maybe","Maybe","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Google.com","3","5","1","2","2","Abdul Qayum","Screen Recording;Live subtitles","","","","","","","","",""
"2020/05/02 10:34:59 pm GMT+5","Yes","Yes","Recorded","17-23","Female","Pakistan","Government","Islamic University","Undergraduate","Computer Science","Whatsapp","Windows","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","YouTube","1","4","4","2","3","","Screen Recording;White Board","","","","","","","","",""
"2020/05/02 10:35:35 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","Abasyn university isb campus","Undergraduate","Dpt","Zoom","IOS","No","Yes","No","Maybe","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","YouTube","2","3","1","1","3","Less our burden ","Sceduling of Classes;Class Notification","","","","","","","","",""
"2020/05/02 10:35:46 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/02 10:38:05 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","COMSATS University Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","YouTube","2","4","3","2","2","","Live subtitles;Class Notification;Attendance","","","","","","","","",""
"2020/05/02 10:38:41 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Private","COMSATS","Undergraduate","Computer Science","Microsoft Teams","Windows","No","Yes","Yes","No","Yes","Yes","Yes","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","No","No","YouTube","2","4","3","3","2","","Attendance;Raise Hand during session","","","","","","","","",""
"2020/05/02 10:39:20 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","KMC","Undergraduate","Medical","Google Class Room","Windows","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","Dr. Najeeb","2","1","2","5","3","Online Mode of Education needs a bit time to be developed completely. I think the educational institutes have served an uncooked fish which no one wants to eat.","Screen Sharing;White Board;Live subtitles;Lecture materials;Sceduling of Classes;Class Notification;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:39:22 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Private","COMSATS University Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","YouTube","2","3","1","2","3","My suggestion is to don't take online classes","White Board;Lecture materials","","","","","","","","",""
"2020/05/02 10:39:40 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Comsats Islamabad ","Undergraduate","Computer Science","Microsoft Teams","Windows;Android","No","No","Yes","No","Yes","Yes","No","Maybe","Yes","No","Yes","Yes","No","Yes","No","No","Yes","YouTube","3","3","3","3","3","","Raise Hand during session;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:39:59 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/02 10:40:43 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","COMSATS","Graduate","Software engineering","Microsoft Teams","Windows;Android","Yes","Yes","Yes","Maybe","Yes","No","Maybe","Maybe","Yes","No","No","Yes","Yes","No","No","No","No","Udacity","3","4","4","3","3","","Audio/Video Calling","","","","","","","","",""
"2020/05/02 10:41:22 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsat university Islamabad ","Postgraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Coursera","1","2","1","1","1","","Screen Sharing;Screen Recording;White Board","","","","","","","","",""
"2020/05/02 10:41:46 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","International Islamic University","Undergraduate","Computer Science","Zoom","Windows","Yes","Yes","No","Maybe","No","No","Maybe","Maybe","Yes","No","No","Yes","Yes","No","No","No","Yes","YouTube","2","3","3","2","3","","Live subtitles","","","","","","","","",""
"2020/05/02 10:41:50 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats university ","Graduate","Computer Science","Microsoft Teams","Android","Yes","Yes","No","Maybe","Yes","No","Yes","Maybe","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","YouTube","2","2","3","1","1","Internet connectivity issue should be improved ","White Board","No suggestion ...good","","","","","","","",""
"2020/05/02 10:42:03 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats university ","Graduate","Computer Science","Microsoft Teams","Windows;IOS","No","Yes","Yes","Maybe","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","YouTube","2","3","3","2","2","","Raise Hand during session","","","","","","","","",""
"2020/05/02 10:42:09 pm GMT+5","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/05/02 10:44:22 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","Abasyn University islamabad campus","Undergraduate","Doctor of physio therapy","Zoom;Join me;LMS","Android","No","Yes","No","No","Maybe","Yes","Maybe","Maybe","No","Yes","No","No","No","No","No","No","No","YouTube","1","1","1","1","1","They are just useless we rely onpractical work more than being bookworm..it has become an headache actually ..","Audio/Video Calling","","","","","","","","",""
"2020/05/02 10:44:30 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Comsats Isalamabad","Undergraduate","Computer Science","Microsoft Teams","Windows;Android","Yes","No","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","No","YouTube","2","2","2","2","2","","White Board;Live subtitles;Class Notification;Attendance;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:45:06 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Government","Comsats University Islamabad ","Undergraduate","Computer Science","Microsoft Teams","Windows;Android","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","YouTube","4","5","4","3","3","","White Board;Live subtitles","","","","","","","","",""
"2020/05/02 10:45:45 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Khyber College of Dentistry","Undergraduate","Dentistry","Google Classroom","Windows;Android;IOS;Mac;Linux","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Google Classroom","3","5","4","5","4","","White Board","","","","","","","","",""
"2020/05/02 10:46:25 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","IIUI","Undergraduate","Computer Science","GoToMeeting;WhatsApp","Windows;Android","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","YouTube","2","2","4","2","2","","White Board;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:47:21 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Yes","Maybe","Yes","No","Yes","Yes","No","Yes","No","No","Yes","YouTube","3","4","3","2","3","","Live subtitles","","","","","","","","",""
"2020/05/02 10:47:30 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Private","Comsats University Islamabad ","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","Yes","YouTube","3","3","3","3","2","","Live subtitles;Attendance","","","","","","","","",""
"2020/05/02 10:47:32 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Afghanistan","Private","Comsats Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","No","Yes","No","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","3","4","3","2","2","","Screen Recording;White Board","","","","","","","","",""
"2020/05/02 10:47:52 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats University Islamabad","Graduate","Computer Science","Microsoft Teams","Android","Yes","Yes","No","No","Maybe","No","Maybe","Maybe","Yes","No","No","Yes","No","Yes","No","No","Yes","YouTube","3","3","2","1","1","No way to improve online classes. When everybody can't have a Internet , how you improve it. ","No issue in online classes. only issue is in the internet speed. ","Your some questions don't have a may be option. Thank you ","","","","","","","",""
"2020/05/02 10:48:14 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","IIUI","Graduate","Software engineering ","GoToMeeting","Windows;Android","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","YouTube","2","1","2","2","1","","White Board;Lecture materials;Class Notification;Attendance;Assignment Upload/Evaluation;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:48:20 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","COMSATS","Undergraduate","Computer Science","Microsoft Teams","Windows;Android","Yes","Yes","Yes","No","Yes","No","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","No","YouTube","3","3","4","2","3","The teachers and students are trying their level best for the best. I don't think there's anything/any way to improve the quality of the lectures other than changing teams as the online class taking platform because although its good it can become quite a hindrance at times.","Screen Recording;White Board;Lecture materials;Attendance;Raise Hand during session;Assignment Upload/Evaluation","Its pretty good already (Y)","","","","","","","",""
"2020/05/02 10:48:30 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsat university islamabad","Postgraduate","Computer Science","Microsoft Teams","Android","No","Yes","Yes","Yes","Maybe","Yes","No","Maybe","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","1","2","1","1","1","Give high quality internet or give a tool which take minimam internet data ","One to one Communication","By following students suggestion","","","","","","","",""
"2020/05/02 10:48:55 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Khyber college of dentistry","Undergraduate","Medical","Google classroom","Android","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","YouTube","3","4","4","2","4","","White Board","","","","","","","","",""
"2020/05/02 10:48:56 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Private","Comsats","Postgraduate","Software engineering","Microsoft Teams","Windows;Android","Yes","Yes","No","No","Maybe","No","Maybe","Maybe","Yes","No","No","No","Yes","Yes","No","No","Yes","Coursera","1","4","2","1","3","","Screen Recording;White Board","","","","","","","","",""
"2020/05/02 10:50:52 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","Comsats Islamabad","Postgraduate","Computer Science","Microsoft Teams","Windows;Android","Yes","Yes","Yes","Yes","Yes","Yes","Maybe","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","YouTube","1","1","1","1","1","Internet issue is major problem ","Audio/Video Calling","Analyze strongly","","","","","","","",""
"2020/05/02 10:51:13 pm GMT+5","Yes","Yes","Live Session","24-28","Female","Pakistan","Government","COMSATS university islmabad","Graduate","Computer Science","Microsoft Teams","Windows","Yes","Yes","Yes","Maybe","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","No","No","Yes","YouTube","2","3","2","1","1","There are several issues related to internet frequent disconnection. also online classes are also not much effective. Teachers should provide the material before the class. There should be question answer session with students randomly so students attend the lecture attentively.","Live subtitles","","","","","","","","",""
"2020/05/02 10:51:20 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","KCD Peshawar Pakistan ","Undergraduate","BDS","Google class room ","Android","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Google ","3","5","2","1","3","it's not good ","Screen Recording","by sharing ","","","","","","","",""
"2020/05/02 10:51:25 pm GMT+5","Yes","Yes","Recorded","17-23","Male","Pakistan","Government","Kmu-ids","Undergraduate","Bds","YouTube, WhatsApp","Android","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","YouTube","1","1","1","1","1","There is no suggestions as I don't want to take lectures through online classes","We don't want online classes 🙄","","","","","","","","",""
"2020/05/02 10:51:54 pm GMT+5","Yes","Yes","Live Session","17-23","Male","Pakistan","Private","COMSATS ","Graduate","Computer Science","Microsoft Teams","Windows;Android;IOS","Yes","No","Yes","No","Yes","Yes","Maybe","Maybe","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","YouTube","4","5","5","4","4","","Attendance;Quiz Upload/Evaluation","","","","","","","","",""
"2020/05/02 10:52:09 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comsats University Islamabad ","Postgraduate","Software Engineering ","Microsoft Teams","Windows;Android;IOS;Mac;Linux","Yes","Yes","Yes","Yes","Yes","Yes","Maybe","Maybe","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Coursera","2","4","3","2","2","","White Board;Raise Hand during session","","","","","","","","",""
"2020/05/02 10:52:55 pm GMT+5","Yes","Yes","Live Session","17-23","Female","Pakistan","Government","International islamic universiry islamabad","Undergraduate","Computer Science","GoToMeeting","Windows","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","YouTube","3","1","3","3","2","teachers should cooperate with students in all way ","Screen Recording;White Board;Lecture materials;Assignment Upload/Evaluation;Quiz Upload/Evaluation","No need","","","","","","","",""
"2020/05/02 10:53:27 pm GMT+5","Yes","Yes","Live Session","24-28","Male","Pakistan","Government","Comstat University","Graduate","Computer Science","Microsoft Teams","Windows;IOS","No","Yes","No","No","Yes","No","Maybe","Maybe","Yes","Yes","No","No","No","No","No","No","No","YouTube","2","5","3","2","1","Should not happened this kind of classes.","Audio/Video Calling;Screen Sharing;Screen Recording;White Board;Live subtitles;Chat Room;Lecture materials;Sceduling of Classes;Class Notification;Attendance;Raise Hand during session;One to one Communication;Assignment Upload/Evaluation;Quiz Upload/Evaluation","There is some option for editing in every field.","","","","","","","",""
